plant_nb	genotype	background	temperature	fluctuation	day.length	vernalization	survival.bolt	bolt	days.to.bolt	days.to.flower	rosette.leaf.num	cauline.leaf.num	blade.length.mm	total.leaf.length.mm	blade.ratio
6	fve-3	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
7	fve-3	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
8	fve-3	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
1	fve-3	Col	22	Var	16	NV	Y	Y	34	43	26	4	24.6	40	0.615
2	fve-3	Col	22	Var	16	NV	Y	Y	35	43	26	5	22.8	43.2	0.527777778
3	fve-3	Col	22	Var	16	NV	Y	Y	35	47	29	5	21.7	36.3	0.597796143
4	fve-3	Col	22	Var	16	NV	Y	Y	36	47	30	3	22.2	39.3	0.564885496
5	fve-3	Col	22	Var	16	NV	Y	Y	40	48	33	4	NA	NA	NA
6	fve-3	Col	22	Var	16	NV	Y	Y	42	49	27	6	NA	NA	NA
7	fve-3	Col	22	Var	16	NV	Y	Y	46	55	33	5	NA	NA	NA
8	fve-3	Col	22	Var	16	NV	Y	Y	46	54	33	5	NA	NA	NA
1	fve-3	Col	22	Var	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
2	fve-3	Col	22	Var	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
3	fve-3	Col	22	Var	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
4	fve-3	Col	22	Var	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
1	ld-1	Col	12	Con	16	NV	Y	Y	48	64	38	8	25	41.5	0.602409639
2	ld-1	Col	12	Con	16	NV	Y	Y	50	62	34	6	19.2	31.5	0.60952381
3	ld-1	Col	12	Con	16	NV	Y	Y	52	64	37	8	20	33.7	0.59347181
4	ld-1	Col	12	Con	16	NV	Y	Y	53	66	33	7	24	41	0.585365854
5	ld-1	Col	12	Con	16	NV	Y	Y	54	68	35	8	22.2	36.1	0.614958449
6	ld-1	Col	12	Con	16	NV	Y	Y	56	71	42	8	25.2	40.1	0.628428928
7	ld-1	Col	12	Con	16	NV	Y	Y	57	73	39	10	26.7	40.8	0.654411765
8	ld-1	Col	12	Con	16	NV	Y	Y	61	76	NA	NA	22.8	36.9	0.617886179
1	ld-1	Col	12	Con	8	NV	Y	Y	98	123	68	11	22.1	36.2	0.610497238
2	ld-1	Col	12	Con	8	NV	Y	Y	102	120	68	9	20.2	35.1	0.575498575
3	ld-1	Col	12	Con	8	NV	Y	Y	102	121	73	8	23.6	37.3	0.632707775
4	ld-1	Col	12	Con	8	NV	Y	Y	103	123	67	11	19.9	34.3	0.580174927
5	ld-1	Col	12	Con	8	NV	Y	Y	108	127	67	10	25.4	39.7	0.639798489
6	ld-1	Col	12	Con	8	NV	Y	Y	109	132	66	8	21.9	32.7	0.669724771
7	ld-1	Col	12	Con	8	NV	Y	Y	109	130	62	9	25.2	37.2	0.677419355
8	ld-1	Col	12	Con	8	NV	Y	Y	109	131	69	10	30.8	51.5	0.598058252
1	ld-1	Col	12	Var	16	NV	Y	Y	57	70	37	9	23.1	38.3	0.603133159
2	ld-1	Col	12	Var	16	NV	Y	Y	61	76	44	10	29.9	52.2	0.572796935
3	ld-1	Col	12	Var	16	NV	Y	Y	63	80	41	9	27.6	40	0.69
4	ld-1	Col	12	Var	16	NV	Y	Y	64	78	38	13	22.1	39.2	0.56377551
5	ld-1	Col	12	Var	16	NV	Y	Y	64	81	31	11	24.3	41.3	0.588377724
6	ld-1	Col	12	Var	16	NV	Y	Y	64	79	47	9	24.8	40.7	0.609336609
7	ld-1	Col	12	Var	16	NV	Y	Y	64	80	54	8	25.7	41.2	0.623786408
8	ld-1	Col	12	Var	16	NV	Y	Y	66	81	40	8	22.2	35	0.634285714
1	ld-1	Col	12	Var	8	NV	Y	Y	97	119	73	9	30.6	47.3	0.646934461
2	ld-1	Col	12	Var	8	NV	Y	Y	101	132	66	8	21.5	34.2	0.628654971
3	ld-1	Col	12	Var	8	NV	Y	Y	102	123	67	7	32.1	51	0.629411765
4	ld-1	Col	12	Var	8	NV	Y	Y	103	123	62	9	20.2	34	0.594117647
5	ld-1	Col	12	Var	8	NV	Y	Y	103	125	59	10	21.3	36.9	0.577235772
6	ld-1	Col	12	Var	8	NV	Y	Y	109	131	65	9	26.7	43	0.620930233
7	ld-1	Col	12	Var	8	NV	Y	Y	110	131	64	9	29.1	45.1	0.645232816
8	ld-1	Col	12	Var	8	NV	Y	Y	112	133	63	9	26.3	40	0.6575
1	ld-1	Col	22	Con	16	NV	Y	Y	39	44	28	6	22.6	34.8	0.649425287
2	ld-1	Col	22	Con	16	NV	Y	Y	39	43	25	6	20.5	31.8	0.644654088
3	ld-1	Col	22	Con	16	NV	Y	Y	45	52	36	8	NA	NA	NA
4	ld-1	Col	22	Con	16	NV	Y	Y	48	52	30	4	21.8	34.9	0.624641834
5	ld-1	Col	22	Con	16	NV	Y	Y	57	62	42	8	NA	NA	NA
6	ld-1	Col	22	Con	16	NV	Y	Y	61	69	45	10	NA	NA	NA
7	ld-1	Col	22	Con	16	NV	Y	Y	62	68	37	8	NA	NA	NA
8	ld-1	Col	22	Con	16	NV	Y	Y	74	81	24	8	25.5	39.7	0.64231738
1	ld-1	Col	22	Con	8	NV	Y	Y	143	153	NA	NA	NA	NA	NA
2	ld-1	Col	22	Con	8	NV	Y	Y	151	159	NA	NA	NA	NA	NA
3	ld-1	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
4	ld-1	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
5	ld-1	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
6	ld-1	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
7	ld-1	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
8	ld-1	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
1	ld-1	Col	22	Var	16	NV	Y	Y	44	52	28	4	26.9	41.6	0.646634615
2	ld-1	Col	22	Var	16	NV	Y	Y	44	53	32	4	31.3	50.2	0.623505976
3	ld-1	Col	22	Var	16	NV	Y	Y	45	53	28	4	NA	NA	NA
4	ld-1	Col	22	Var	16	NV	Y	Y	51	56	33	6	28.2	50	0.564
5	ld-1	Col	22	Var	16	NV	Y	Y	51	58	37	6	22.8	45.4	0.502202643
6	ld-1	Col	22	Var	16	NV	Y	Y	53	60	38	6	NA	NA	NA
7	ld-1	Col	22	Var	16	NV	Y	Y	53	61	36	7	NA	NA	NA
8	ld-1	Col	22	Var	16	NV	Y	Y	56	64	40	10	NA	NA	NA
1	ld-1	Col	22	Var	8	NV	Y	Y	113	NA	NA	NA	NA	NA	NA
2	ld-1	Col	22	Var	8	NV	Y	Y	123	NA	NA	NA	NA	NA	NA
3	ld-1	Col	22	Var	8	NV	Y	Y	130	145	NA	NA	NA	NA	NA
4	ld-1	Col	22	Var	8	NV	Y	Y	147	NA	NA	NA	NA	NA	NA
1	Ler-1	Ler	12	Con	16	NV	Y	Y	29	46	9	4	10.4	12.9	0.80620155
2	Ler-1	Ler	12	Con	16	NV	Y	Y	29	45	13	4	8.2	14.4	0.569444444
3	Ler-1	Ler	12	Con	16	NV	Y	Y	29	44	11	4	13.6	17	0.8
4	Ler-1	Ler	12	Con	16	NV	Y	Y	31	44	13	4	16.4	23.1	0.70995671
5	Ler-1	Ler	12	Con	16	NV	Y	Y	32	48	11	4	12.6	18.3	0.68852459
6	Ler-1	Ler	12	Con	16	NV	Y	Y	33	47	11	4	15.8	21.6	0.731481481
7	Ler-1	Ler	12	Con	16	NV	Y	Y	33	47	9	4	13.1	17.5	0.748571429
8	Ler-1	Ler	12	Con	16	NV	Y	Y	34	46	14	4	14.6	19.7	0.741116751
1	Ler-1	Ler	12	Con	8	NV	Y	Y	57	78	30	10	17.4	26.8	0.649253731
2	Ler-1	Ler	12	Con	8	NV	Y	Y	57	78	31	11	18.6	29.9	0.622073579
3	Ler-1	Ler	12	Con	8	NV	Y	Y	57	79	30	11	16.2	25	0.648
4	Ler-1	Ler	12	Con	8	NV	Y	Y	66	88	37	8	24.6	34.2	0.719298246
5	Ler-1	Ler	12	Con	8	NV	Y	Y	72	96	36	10	24	34.9	0.687679083
6	Ler-1	Ler	12	Con	8	NV	Y	Y	75	98	43	9	21.1	32.8	0.643292683
7	Ler-1	Ler	12	Con	8	NV	Y	Y	77	101	35	10	26.6	40	0.665
8	Ler-1	Ler	12	Con	8	NV	Y	Y	92	116	39	10	39.7	55.1	0.720508167
1	Ler-1	Ler	12	Var	16	NV	Y	Y	32	46	14	4	14.5	19.8	0.732323232
2	Ler-1	Ler	12	Var	16	NV	Y	Y	33	44	14	4	16.7	24.1	0.692946058
3	Ler-1	Ler	12	Var	16	NV	Y	Y	33	46	14	3	16.7	23.8	0.701680672
4	Ler-1	Ler	12	Var	16	NV	Y	Y	33	46	13	3	14	20.9	0.669856459
5	Ler-1	Ler	12	Var	16	NV	Y	Y	33	46	10	4	18.8	27.2	0.691176471
6	Ler-1	Ler	12	Var	16	NV	Y	Y	34	47	12	4	17.6	26.8	0.656716418
7	Ler-1	Ler	12	Var	16	NV	Y	Y	34	48	12	5	17.1	26.9	0.635687732
8	Ler-1	Ler	12	Var	16	NV	Y	Y	34	50	12	4	15.8	23.6	0.669491525
1	Ler-1	Ler	12	Var	8	NV	Y	Y	60	80	32	10	24.2	32.6	0.742331288
2	Ler-1	Ler	12	Var	8	NV	Y	Y	61	81	30	11	17.6	24.8	0.709677419
3	Ler-1	Ler	12	Var	8	NV	Y	Y	62	80	42	12	21.8	34.8	0.626436782
4	Ler-1	Ler	12	Var	8	NV	Y	Y	63	88	30	11	20.9	31.6	0.661392405
5	Ler-1	Ler	12	Var	8	NV	Y	Y	63	87	30	12	19.7	34.6	0.569364162
6	Ler-1	Ler	12	Var	8	NV	Y	Y	65	90	29	11	28.9	39.7	0.727959698
7	Ler-1	Ler	12	Var	8	NV	Y	Y	65	83	36	10	38.2	51.6	0.740310078
8	Ler-1	Ler	12	Var	8	NV	Y	Y	68	93	31	11	21.4	36	0.594444444
1	Ler-1	Ler	22	Con	16	NV	Y	Y	18	25	7	3	NA	11.2	0
2	Ler-1	Ler	22	Con	16	NV	Y	Y	18	24	7	2	NA	11.1	0
3	Ler-1	Ler	22	Con	16	NV	Y	Y	19	24	7	3	10.8	13.3	0.812030075
4	Ler-1	Ler	22	Con	16	NV	Y	Y	19	25	6	3	9.6	10.9	0.880733945
5	Ler-1	Ler	22	Con	16	NV	Y	Y	19	26	9	2	NA	NA	NA
6	Ler-1	Ler	22	Con	16	NV	Y	Y	19	26	8	2	NA	NA	NA
7	Ler-1	Ler	22	Con	16	NV	Y	Y	20	26	8	3	NA	NA	NA
8	Ler-1	Ler	22	Con	16	NV	Y	Y	20	26	8	2	NA	NA	NA
1	Ler-1	Ler	22	Con	8	NV	Y	Y	48	59	24	10	NA	NA	NA
2	Ler-1	Ler	22	Con	8	NV	Y	Y	48	57	23	8	NA	NA	NA
3	Ler-1	Ler	22	Con	8	NV	Y	Y	48	56	21	4	NA	NA	NA
4	Ler-1	Ler	22	Con	8	NV	Y	Y	50	60	26	8	NA	NA	NA
5	Ler-1	Ler	22	Con	8	NV	Y	Y	52	60	29	7	NA	NA	NA
6	Ler-1	Ler	22	Con	8	NV	Y	Y	54	64	24	9	NA	NA	NA
7	Ler-1	Ler	22	Con	8	NV	Y	Y	54	63	27	8	NA	NA	NA
8	Ler-1	Ler	22	Con	8	NV	Y	Y	55	64	30	8	26.2	42.6	0.615023474
9	Ler-1	Ler	22	Con	8	NV	Y	Y	56	64	25	8	NA	NA	NA
10	Ler-1	Ler	22	Con	8	NV	Y	Y	57	65	30	11	35.2	50.4	0.698412698
11	Ler-1	Ler	22	Con	8	NV	Y	Y	58	65	33	10	27.7	42.1	0.657957245
12	Ler-1	Ler	22	Con	8	NV	Y	Y	62	69	31	9	31.6	41.9	0.754176611
1	Ler-1	Ler	22	Var	16	NV	Y	Y	19	27	6	2	8.4	11.4	0.736842105
2	Ler-1	Ler	22	Var	16	NV	Y	Y	19	26	6	3	7.6	11.5	0.660869565
3	Ler-1	Ler	22	Var	16	NV	Y	Y	19	26	5	2	7.1	10.2	0.696078431
4	Ler-1	Ler	22	Var	16	NV	Y	Y	20	27	7	3	NA	NA	NA
5	Ler-1	Ler	22	Var	16	NV	Y	Y	21	28	7	2	8.9	13	0.684615385
6	Ler-1	Ler	22	Var	16	NV	Y	Y	21	27	8	2	NA	NA	NA
7	Ler-1	Ler	22	Var	16	NV	Y	Y	22	29	6	2	NA	NA	NA
8	Ler-1	Ler	22	Var	16	NV	Y	Y	22	28	6	2	NA	NA	NA
1	Ler-1	Ler	22	Var	8	NV	Y	Y	35	46	10	3	11	26.3	0.418250951
2	Ler-1	Ler	22	Var	8	NV	Y	Y	36	56	10	4	11.3	27.3	0.413919414
3	Ler-1	Ler	22	Var	8	NV	Y	Y	36	58	11	3	13.1	29.4	0.445578231
4	Ler-1	Ler	22	Var	8	NV	Y	Y	36	87	8	3	NA	NA	NA
5	Ler-1	Ler	22	Var	8	NV	Y	Y	38	58	10	3	11.8	29.2	0.404109589
6	Ler-1	Ler	22	Var	8	NV	Y	Y	38	52	10	4	NA	NA	NA
7	Ler-1	Ler	22	Var	8	NV	Y	Y	43	51	13	3	NA	NA	NA
8	Ler-1	Ler	22	Var	8	NV	Y	Y	46	54	16	4	NA	NA	NA
1	prmt5 FRI	Col FRI	12	Con	16	NV	Y	Y	80	98	79	10	16.8	29.3	0.57337884
2	prmt5 FRI	Col FRI	12	Con	16	NV	Y	Y	82	100	84	10	25.9	34.3	0.755102041
3	prmt5 FRI	Col FRI	12	Con	16	NV	Y	Y	83	102	64	9	19.7	32.6	0.604294479
4	prmt5 FRI	Col FRI	12	Con	16	NV	Y	Y	83	102	72	10	20.7	32.2	0.642857143
5	prmt5 FRI	Col FRI	12	Con	16	NV	Y	Y	83	102	64	8	18.3	33.6	0.544642857
6	prmt5 FRI	Col FRI	12	Con	16	NV	Y	Y	84	100	77	9	19.7	30.4	0.648026316
7	prmt5 FRI	Col FRI	12	Con	16	NV	Y	Y	87	102	78	9	20.83	32.4	0.642901235
8	prmt5 FRI	Col FRI	12	Con	16	NV	Y	Y	88	106	73	9	18.4	28.9	0.636678201
1	prmt5 FRI	Col FRI	12	Con	8	NV	Y	Y	105	125	77	7	17.7	30	0.59
2	prmt5 FRI	Col FRI	12	Con	8	NV	Y	Y	106	126	42	6	18.5	30.9	0.598705502
3	prmt5 FRI	Col FRI	12	Con	8	NV	Y	Y	108	130	75	7	20.1	34.1	0.589442815
4	prmt5 FRI	Col FRI	12	Con	8	NV	Y	Y	109	127	80	7	18.3	32.5	0.563076923
5	prmt5 FRI	Col FRI	12	Con	8	NV	Y	Y	109	131	77	7	22.5	34	0.661764706
6	prmt5 FRI	Col FRI	12	Con	8	NV	Y	Y	109	134	75	6	17.6	31.7	0.555205047
7	prmt5 FRI	Col FRI	12	Con	8	NV	Y	Y	110	133	78	9	27.2	48.1	0.565488565
8	prmt5 FRI	Col FRI	12	Con	8	NV	Y	Y	112	132	87	7	18.8	35.6	0.528089888
1	prmt5 FRI	Col FRI	12	Var	16	NV	Y	Y	82	98	74	8	19.8	33.9	0.584070796
2	prmt5 FRI	Col FRI	12	Var	16	NV	Y	Y	87	105	83	4	30	48.4	0.619834711
3	prmt5 FRI	Col FRI	12	Var	16	NV	Y	Y	88	104	69	11	22	34.5	0.637681159
4	prmt5 FRI	Col FRI	12	Var	16	NV	Y	Y	88	104	70	9	19.9	31.1	0.639871383
5	prmt5 FRI	Col FRI	12	Var	16	NV	Y	Y	89	108	73	7	20.6	33.6	0.613095238
6	prmt5 FRI	Col FRI	12	Var	16	NV	Y	Y	90	104	73	8	19.4	28.6	0.678321678
7	prmt5 FRI	Col FRI	12	Var	16	NV	Y	Y	94	112	81	8	24.3	35.1	0.692307692
8	prmt5 FRI	Col FRI	12	Var	16	NV	Y	Y	102	117	54	10	15.4	26.2	0.58778626
1	prmt5 FRI	Col FRI	12	Var	8	NV	Y	Y	101	122	84	9	30.1	46.9	0.641791045
2	prmt5 FRI	Col FRI	12	Var	8	NV	Y	Y	109	131	73	7	18.3	27.2	0.672794118
3	prmt5 FRI	Col FRI	12	Var	8	NV	Y	Y	109	129	70	7	21.1	30.6	0.689542484
4	prmt5 FRI	Col FRI	12	Var	8	NV	Y	Y	113	134	75	6	21.1	36.9	0.571815718
5	prmt5 FRI	Col FRI	12	Var	8	NV	Y	Y	115	136	73	7	21	32.9	0.638297872
6	prmt5 FRI	Col FRI	12	Var	8	NV	Y	Y	116	139	78	8	20.1	33.6	0.598214286
7	prmt5 FRI	Col FRI	12	Var	8	NV	Y	Y	116	137	84	8	23.2	37.3	0.621983914
8	prmt5 FRI	Col FRI	12	Var	8	NV	Y	Y	118	140	75	7	20.9	35.5	0.588732394
1	prmt5 FRI	Col FRI	22	Con	16	NV	Y	Y	102	111	91	10	20.5	31.9	0.642633229
2	prmt5 FRI	Col FRI	22	Con	16	NV	Y	Y	107	NA	NA	NA	NA	NA	NA
3	prmt5 FRI	Col FRI	22	Con	16	NV	Y	Y	108	117	NA	NA	NA	NA	NA
4	prmt5 FRI	Col FRI	22	Con	16	NV	Y	Y	109	NA	NA	NA	11.7	32.2	0.363354037
5	prmt5 FRI	Col FRI	22	Con	16	NV	Y	Y	128	135	NA	NA	NA	NA	NA
6	prmt5 FRI	Col FRI	22	Con	16	NV	Y	Y	142	NA	NA	NA	NA	NA	NA
7	prmt5 FRI	Col FRI	22	Con	16	NV	Y	Y	152	NA	NA	NA	NA	NA	NA
8	prmt5 FRI	Col FRI	22	Con	16	NV	Y	Y	152	NA	NA	NA	NA	NA	NA
1	prmt5 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
2	prmt5 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
3	prmt5 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
4	prmt5 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
5	prmt5 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
6	prmt5 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
7	prmt5 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
8	prmt5 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
1	prmt5 FRI	Col FRI	22	Var	16	NV	Y	Y	49	57	38	6	26.3	43.1	0.610208817
2	prmt5 FRI	Col FRI	22	Var	16	NV	Y	Y	50	59	40	6	23.6	35.4	0.666666667
3	prmt5 FRI	Col FRI	22	Var	16	NV	Y	Y	52	60	48	7	NA	NA	NA
4	prmt5 FRI	Col FRI	22	Var	16	NV	Y	Y	53	61	42	5	21.5	36.4	0.590659341
5	prmt5 FRI	Col FRI	22	Var	16	NV	Y	Y	57	62	43	7	25.5	41.7	0.611510791
6	prmt5 FRI	Col FRI	22	Var	16	NV	Y	Y	64	72	50	5	NA	NA	NA
7	prmt5 FRI	Col FRI	22	Var	16	NV	Y	Y	65	73	52	7	NA	NA	NA
8	prmt5 FRI	Col FRI	22	Var	16	NV	Y	Y	66	73	54	8	NA	NA	NA
1	prmt5 FRI	Col FRI	22	Var	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
2	prmt5 FRI	Col FRI	22	Var	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
3	prmt5 FRI	Col FRI	22	Var	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
4	prmt5 FRI	Col FRI	22	Var	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
1	prmt5 FRI	Col FRI	12	Con	16	V	Y	Y	56	72	53	9	17.3	31.1	0.556270096
2	prmt5 FRI	Col FRI	12	Con	16	V	Y	Y	56	73	51	10	19.9	30.2	0.658940397
3	prmt5 FRI	Col FRI	12	Con	16	V	Y	Y	57	76	49	8	17.4	30.1	0.57807309
4	prmt5 FRI	Col FRI	12	Con	16	V	Y	Y	59	76	46	8	16.8	29	0.579310345
5	prmt5 FRI	Col FRI	12	Con	16	V	Y	Y	59	73	52	8	12.8	28.3	0.45229682
6	prmt5 FRI	Col FRI	12	Con	16	V	Y	Y	60	77	51	8	12	33	0.363636364
7	prmt5 FRI	Col FRI	12	Con	16	V	Y	Y	62	78	51	6	21.5	33.9	0.634218289
8	prmt5 FRI	Col FRI	12	Con	16	V	Y	Y	63	80	65	10	21.8	34.3	0.635568513
1	prmt5 FRI	Col FRI	12	Con	8	V	Y	Y	70	90	57	5	18.2	28.3	0.643109541
2	prmt5 FRI	Col FRI	12	Con	8	V	Y	Y	74	94	58	5	21	29	0.724137931
3	prmt5 FRI	Col FRI	12	Con	8	V	Y	Y	81	120	66	8	15.9	27.7	0.57400722
4	prmt5 FRI	Col FRI	12	Con	8	V	Y	Y	82	104	62	5	19.8	33.1	0.598187311
5	prmt5 FRI	Col FRI	12	Con	8	V	Y	Y	83	102	64	8	17.4	29.4	0.591836735
6	prmt5 FRI	Col FRI	12	Con	8	V	Y	Y	89	112	69	8	24.6	36.5	0.673972603
7	prmt5 FRI	Col FRI	12	Con	8	V	Y	Y	92	118	64	8	18.8	31.3	0.600638978
8	prmt5 FRI	Col FRI	12	Con	8	V	Y	Y	92	115	62	8	20.8	35	0.594285714
1	prmt5 FRI	Col FRI	12	Var	16	V	Y	Y	51	65	46	5	17.3	27.9	0.620071685
2	prmt5 FRI	Col FRI	12	Var	16	V	Y	Y	53	65	49	6	19.6	33	0.593939394
3	prmt5 FRI	Col FRI	12	Var	16	V	Y	Y	55	68	44	7	20.5	32.1	0.638629283
4	prmt5 FRI	Col FRI	12	Var	16	V	Y	Y	55	70	56	8	31.3	48.5	0.645360825
5	prmt5 FRI	Col FRI	12	Var	16	V	Y	Y	56	68	52	10	20.5	33.1	0.619335347
6	prmt5 FRI	Col FRI	12	Var	16	V	Y	Y	56	72	50	6	22.1	33.9	0.651917404
7	prmt5 FRI	Col FRI	12	Var	16	V	Y	Y	57	73	52	8	18.5	28.9	0.640138408
8	prmt5 FRI	Col FRI	12	Var	16	V	Y	Y	58	73	48	7	21.5	36	0.597222222
1	prmt5 FRI	Col FRI	12	Var	8	V	Y	Y	72	92	55	6	19.2	30.9	0.621359223
2	prmt5 FRI	Col FRI	12	Var	8	V	Y	Y	75	92	67	6	28.4	45.8	0.620087336
3	prmt5 FRI	Col FRI	12	Var	8	V	Y	Y	75	94	59	6	19.8	32	0.61875
4	prmt5 FRI	Col FRI	12	Var	8	V	Y	Y	78	96	28	6	18.8	33.2	0.56626506
5	prmt5 FRI	Col FRI	12	Var	8	V	Y	Y	79	98	62	6	20.3	36.1	0.56232687
6	prmt5 FRI	Col FRI	12	Var	8	V	Y	Y	81	102	59	5	22.4	35.3	0.634560907
7	prmt5 FRI	Col FRI	12	Var	8	V	Y	Y	84	107	60	6	20.6	34.5	0.597101449
8	prmt5 FRI	Col FRI	12	Var	8	V	Y	Y	88	112	64	9	22.7	40.6	0.5591133
1	prmt5 FRI	Col FRI	22	Con	16	V	Y	Y	39	45	38	9	18.7	31.2	0.599358974
2	prmt5 FRI	Col FRI	22	Con	16	V	Y	Y	41	46	39	10	19.4	32	0.60625
3	prmt5 FRI	Col FRI	22	Con	16	V	Y	Y	43	48	39	9	20.5	31.6	0.648734177
4	prmt5 FRI	Col FRI	22	Con	16	V	Y	Y	44	50	37	7	19.5	29.5	0.661016949
5	prmt5 FRI	Col FRI	22	Con	16	V	Y	Y	44	49	44	9	NA	NA	NA
6	prmt5 FRI	Col FRI	22	Con	16	V	Y	Y	48	55	45	11	NA	NA	NA
7	prmt5 FRI	Col FRI	22	Con	16	V	Y	Y	53	58	51	9	NA	NA	NA
8	prmt5 FRI	Col FRI	22	Con	16	V	Y	Y	57	64	48	12	NA	NA	NA
1	prmt5 FRI	Col FRI	22	Con	8	V	Y	Y	84	90	63	9	NA	NA	NA
2	prmt5 FRI	Col FRI	22	Con	8	V	Y	Y	85	92	59	11	NA	NA	NA
3	prmt5 FRI	Col FRI	22	Con	8	V	Y	Y	88	99	63	11	21.9	36.6	0.598360656
4	prmt5 FRI	Col FRI	22	Con	8	V	Y	Y	89	99	49	10	NA	NA	NA
5	prmt5 FRI	Col FRI	22	Con	8	V	Y	Y	91	99	68	10	NA	NA	NA
6	prmt5 FRI	Col FRI	22	Con	8	V	Y	Y	104	118	37	4	NA	NA	NA
7	prmt5 FRI	Col FRI	22	Con	8	V	Y	Y	105	118	NA	NA	NA	NA	NA
8	prmt5 FRI	Col FRI	22	Con	8	V	Y	Y	113	NA	NA	NA	NA	NA	NA
9	prmt5 FRI	Col FRI	22	Con	8	V	Y	Y	122	NA	NA	NA	NA	NA	NA
1	prmt5 FRI	Col FRI	22	Var	16	V	Y	Y	26	34	25	4	20.1	35.7	0.56302521
2	prmt5 FRI	Col FRI	22	Var	16	V	Y	Y	26	32	22	5	18.4	33.6	0.547619048
3	prmt5 FRI	Col FRI	22	Var	16	V	Y	Y	26	33	23	5	17.7	31.4	0.563694268
4	prmt5 FRI	Col FRI	22	Var	16	V	Y	Y	28	33	25	3	22	33.3	0.660660661
5	prmt5 FRI	Col FRI	22	Var	16	V	Y	Y	28	36	18	3	NA	NA	NA
6	prmt5 FRI	Col FRI	22	Var	16	V	Y	Y	29	36	21	4	NA	NA	NA
7	prmt5 FRI	Col FRI	22	Var	16	V	Y	Y	31	39	18	3	NA	NA	NA
8	prmt5 FRI	Col FRI	22	Var	16	V	Y	Y	36	43	24	3	NA	NA	NA
1	prmt5 FRI	Col FRI	22	Var	8	V	Y	Y	54	61	47	7	25.6	45.8	0.558951965
2	prmt5 FRI	Col FRI	22	Var	8	V	Y	Y	54	62	47	9	NA	NA	NA
3	prmt5 FRI	Col FRI	22	Var	8	V	Y	Y	55	65	52	9	NA	NA	NA
4	prmt5 FRI	Col FRI	22	Var	8	V	Y	Y	57	68	52	11	NA	NA	NA
5	prmt5 FRI	Col FRI	22	Var	8	V	Y	Y	58	67	43	10	28.4	43.9	0.646924829
6	prmt5 FRI	Col FRI	22	Var	8	V	Y	Y	58	68	52	10	NA	NA	NA
7	prmt5 FRI	Col FRI	22	Var	8	V	Y	Y	59	66	48	10	29.9	49.5	0.604040404
8	prmt5 FRI	Col FRI	22	Var	8	V	Y	Y	63	70	49	10	24.2	39.6	0.611111111
1	vin3-4 FRI	Col FRI	12	Con	16	NV	Y	Y	59	71	53	9	21.9	32	0.684375
2	vin3-4 FRI	Col FRI	12	Con	16	NV	Y	Y	61	75	49	10	24.2	36.5	0.663013699
3	vin3-4 FRI	Col FRI	12	Con	16	NV	Y	Y	62	75	38	7	23.7	39.2	0.604591837
4	vin3-4 FRI	Col FRI	12	Con	16	NV	Y	Y	62	78	61	11	22.2	39.9	0.556390977
5	vin3-4 FRI	Col FRI	12	Con	16	NV	Y	Y	63	76	63	11	24.9	45.2	0.550884956
6	vin3-4 FRI	Col FRI	12	Con	16	NV	Y	Y	64	79	54	11	23.2	39.3	0.590330789
7	vin3-4 FRI	Col FRI	12	Con	16	NV	Y	Y	65	81	46	9	24.1	38.6	0.624352332
8	vin3-4 FRI	Col FRI	12	Con	16	NV	Y	Y	66	83	52	7	20.2	32.2	0.627329193
1	vin3-4 FRI	Col FRI	12	Con	8	NV	Y	Y	118	143	90	5	19.2	30.6	0.62745098
2	vin3-4 FRI	Col FRI	12	Con	8	NV	Y	Y	123	144	92	6	20.2	40.8	0.495098039
