plant_nb	genotype	background	temperature	fluctuation	day.length	vernalization	survival.bolt	bolt	days.to.bolt	days.to.flower	rosette.leaf.num	cauline.leaf.num	blade.length.mm	total.leaf.length.mm
3	fca-6	Ler	22	Var	8	NV	Y	Y	72	80	46	7	30.8	55.4
4	fca-6	Ler	22	Var	8	NV	Y	Y	72	80	42	9	NA	NA
5	fca-6	Ler	22	Var	8	NV	Y	Y	76	83	43	8	NA	NA
6	fca-6	Ler	22	Var	8	NV	Y	Y	77	84	49	8	23.3	49.3
7	fca-6	Ler	22	Var	8	NV	Y	Y	82	90	56	8	29.1	54
8	fca-6	Ler	22	Var	8	NV	Y	Y	88	97	52	6	NA	NA
1	flc-3 FRI	Col FRI	12	Con	16	NV	Y	Y	26	39	10	1	8.2	13.1
2	flc-3 FRI	Col FRI	12	Con	16	NV	Y	Y	27	39	13	4	12.8	20.7
3	flc-3 FRI	Col FRI	12	Con	16	NV	Y	Y	28	43	12	4	9	15.5
4	flc-3 FRI	Col FRI	12	Con	16	NV	Y	Y	30	43	15	5	12.6	17.9
5	flc-3 FRI	Col FRI	12	Con	16	NV	Y	Y	31	43	13	4	12.8	22.2
6	flc-3 FRI	Col FRI	12	Con	16	NV	Y	Y	31	44	12	4	12	21.7
7	flc-3 FRI	Col FRI	12	Con	16	NV	Y	Y	31	43	12	3	13.4	23.3
8	flc-3 FRI	Col FRI	12	Con	16	NV	Y	Y	32	44	18	6	13.6	21.8
1	flc-3 FRI	Col FRI	12	Con	8	NV	Y	Y	66	85	52	9	19.6	35.2
2	flc-3 FRI	Col FRI	12	Con	8	NV	Y	Y	70	88	49	6	18	30.8
3	flc-3 FRI	Col FRI	12	Con	8	NV	Y	Y	70	90	50	7	19.4	33.1
4	flc-3 FRI	Col FRI	12	Con	8	NV	Y	Y	73	90	46	6	19.7	32.8
5	flc-3 FRI	Col FRI	12	Con	8	NV	Y	Y	82	105	55	7	20.1	30.6
6	flc-3 FRI	Col FRI	12	Con	8	NV	Y	Y	89	109	59	10	23.8	37.8
7	flc-3 FRI	Col FRI	12	Con	8	NV	Y	Y	90	111	59	12	31.4	49.7
8	flc-3 FRI	Col FRI	12	Con	8	NV	Y	Y	92	112	53	10	20.4	35.3
1	flc-3 FRI	Col FRI	12	Var	16	NV	Y	Y	29	42	13	3	11.7	17.2
2	flc-3 FRI	Col FRI	12	Var	16	NV	Y	Y	30	42	15	5	14.3	23.8
3	flc-3 FRI	Col FRI	12	Var	16	NV	Y	Y	31	43	17	5	14.7	25.4
4	flc-3 FRI	Col FRI	12	Var	16	NV	Y	Y	32	44	15	4	15.2	27.3
5	flc-3 FRI	Col FRI	12	Var	16	NV	Y	Y	32	46	16	4	19.2	20.5
6	flc-3 FRI	Col FRI	12	Var	16	NV	Y	Y	32	45	15	5	15.7	25.7
7	flc-3 FRI	Col FRI	12	Var	16	NV	Y	Y	33	44	18	5	15.4	25.3
8	flc-3 FRI	Col FRI	12	Var	16	NV	Y	Y	34	46	16	5	15.8	29.5
1	flc-3 FRI	Col FRI	12	Var	8	NV	Y	Y	68	87	47	9	22.8	37.8
2	flc-3 FRI	Col FRI	12	Var	8	NV	Y	Y	69	89	44	8	19.8	33.9
3	flc-3 FRI	Col FRI	12	Var	8	NV	Y	Y	69	89	47	8	21.1	35.3
4	flc-3 FRI	Col FRI	12	Var	8	NV	Y	Y	73	92	56	9	28	49.3
5	flc-3 FRI	Col FRI	12	Var	8	NV	Y	Y	76	93	46	8	23	40.3
6	flc-3 FRI	Col FRI	12	Var	8	NV	Y	Y	77	97	49	8	22.1	32.5
7	flc-3 FRI	Col FRI	12	Var	8	NV	Y	Y	78	102	54	5	21.1	36.4
8	flc-3 FRI	Col FRI	12	Var	8	NV	Y	Y	79	99	50	7	25.1	41.6
1	flc-3 FRI	Col FRI	22	Con	16	NV	Y	Y	17	23	9	2	NA	15.2
2	flc-3 FRI	Col FRI	22	Con	16	NV	Y	Y	18	24	9	3	NA	16.8
3	flc-3 FRI	Col FRI	22	Con	16	NV	Y	Y	18	24	8	3	NA	19.1
4	flc-3 FRI	Col FRI	22	Con	16	NV	Y	Y	18	23	7	2	NA	15.8
5	flc-3 FRI	Col FRI	22	Con	16	NV	Y	Y	18	26	11	3	NA	NA
6	flc-3 FRI	Col FRI	22	Con	16	NV	Y	Y	18	26	11	3	NA	NA
7	flc-3 FRI	Col FRI	22	Con	16	NV	Y	Y	19	25	11	3	NA	NA
8	flc-3 FRI	Col FRI	22	Con	16	NV	Y	Y	20	27	11	3	NA	NA
1	flc-3 FRI	Col FRI	22	Con	8	NV	Y	Y	54	61	37	9	NA	NA
2	flc-3 FRI	Col FRI	22	Con	8	NV	Y	Y	55	63	38	8	NA	NA
3	flc-3 FRI	Col FRI	22	Con	8	NV	Y	Y	55	63	42	9	NA	NA
4	flc-3 FRI	Col FRI	22	Con	8	NV	Y	Y	55	61	40	7	NA	NA
5	flc-3 FRI	Col FRI	22	Con	8	NV	Y	Y	57	65	41	7	31.7	47.4
6	flc-3 FRI	Col FRI	22	Con	8	NV	Y	Y	58	65	40	9	NA	NA
7	flc-3 FRI	Col FRI	22	Con	8	NV	Y	Y	58	64	41	11	NA	NA
8	flc-3 FRI	Col FRI	22	Con	8	NV	Y	Y	59	66	42	7	23.3	40.4
9	flc-3 FRI	Col FRI	22	Con	8	NV	Y	Y	59	65	39	10	NA	NA
10	flc-3 FRI	Col FRI	22	Con	8	NV	Y	Y	59	66	39	11	NA	NA
11	flc-3 FRI	Col FRI	22	Con	8	NV	Y	Y	62	68	42	9	24.8	33.9
12	flc-3 FRI	Col FRI	22	Con	8	NV	Y	Y	65	72	49	8	27.7	43.6
1	flc-3 FRI	Col FRI	22	Var	16	NV	Y	Y	17	25	7	2	NA	17.97
2	flc-3 FRI	Col FRI	22	Var	16	NV	Y	Y	17	25	8	1	NA	17
3	flc-3 FRI	Col FRI	22	Var	16	NV	Y	Y	18	26	8	1	11.2	19.2
4	flc-3 FRI	Col FRI	22	Var	16	NV	Y	Y	18	26	8	2	11.1	19.5
5	flc-3 FRI	Col FRI	22	Var	16	NV	Y	Y	18	27	9	2	NA	NA
6	flc-3 FRI	Col FRI	22	Var	16	NV	Y	Y	18	25	5	2	NA	NA
7	flc-3 FRI	Col FRI	22	Var	16	NV	Y	Y	18	25	7	2	NA	NA
8	flc-3 FRI	Col FRI	22	Var	16	NV	Y	Y	19	27	7	2	NA	NA
1	flc-3 FRI	Col FRI	22	Var	8	NV	Y	Y	46	53	26	5	NA	NA
2	flc-3 FRI	Col FRI	22	Var	8	NV	Y	Y	47	56	22	4	26.3	49.7
3	flc-3 FRI	Col FRI	22	Var	8	NV	Y	Y	48	56	28	7	NA	NA
4	flc-3 FRI	Col FRI	22	Var	8	NV	Y	Y	50	57	24	5	25.5	39.4
5	flc-3 FRI	Col FRI	22	Var	8	NV	Y	Y	50	60	21	3	NA	NA
6	flc-3 FRI	Col FRI	22	Var	8	NV	Y	Y	52	59	20	5	24.6	50.5
7	flc-3 FRI	Col FRI	22	Var	8	NV	Y	Y	54	62	24	6	22.8	51.9
8	flc-3 FRI	Col FRI	22	Var	8	NV	Y	Y	54	62	32	7	NA	NA
1	flc-3 FRI	Col FRI	12	Con	16	V	Y	Y	25	38	19	6	13.3	23.9
2	flc-3 FRI	Col FRI	12	Con	16	V	Y	Y	25	37	13	5	12.6	20.1
3	flc-3 FRI	Col FRI	12	Con	16	V	Y	Y	25	38	17	6	13.6	20.9
4	flc-3 FRI	Col FRI	12	Con	16	V	Y	Y	26	40	14	4	13	21
5	flc-3 FRI	Col FRI	12	Con	16	V	Y	Y	26	39	14	4	11.7	20.5
6	flc-3 FRI	Col FRI	12	Con	16	V	Y	Y	26	39	18	5	15.8	26.4
7	flc-3 FRI	Col FRI	12	Con	16	V	Y	Y	27	39	12	5	16.3	28.4
8	flc-3 FRI	Col FRI	12	Con	16	V	Y	Y	29	42	16	4	12.8	19.8
1	flc-3 FRI	Col FRI	12	Con	8	V	Y	Y	59	78	41	11	13	31.6
2	flc-3 FRI	Col FRI	12	Con	8	V	Y	Y	59	76	46	10	19.7	33.1
3	flc-3 FRI	Col FRI	12	Con	8	V	Y	Y	60	78	43	11	19.7	33.6
4	flc-3 FRI	Col FRI	12	Con	8	V	Y	Y	62	81	43	12	19.1	32.1
5	flc-3 FRI	Col FRI	12	Con	8	V	Y	Y	64	86	42	11	23.9	38.3
6	flc-3 FRI	Col FRI	12	Con	8	V	Y	Y	64	87	42	11	21.4	35.4
7	flc-3 FRI	Col FRI	12	Con	8	V	Y	Y	65	88	43	10	19.6	32
8	flc-3 FRI	Col FRI	12	Con	8	V	Y	Y	68	92	49	9	32.4	48.7
1	flc-3 FRI	Col FRI	12	Var	16	V	Y	Y	26	38	15	4	14.5	25.1
2	flc-3 FRI	Col FRI	12	Var	16	V	Y	Y	26	38	16	5	13.1	24.6
3	flc-3 FRI	Col FRI	12	Var	16	V	Y	Y	27	40	17	5	17.3	26.3
4	flc-3 FRI	Col FRI	12	Var	16	V	Y	Y	27	38	15	5	13	22.6
5	flc-3 FRI	Col FRI	12	Var	16	V	Y	Y	28	41	17	6	15.8	23.4
6	flc-3 FRI	Col FRI	12	Var	16	V	Y	Y	28	42	18	6	16.4	27.2
7	flc-3 FRI	Col FRI	12	Var	16	V	Y	Y	31	43	22	7	25.8	43.1
8	flc-3 FRI	Col FRI	12	Var	16	V	Y	Y	37	40	17	5	14.4	23.9
1	flc-3 FRI	Col FRI	12	Var	8	V	Y	Y	54	70	39	11	19	32.4
2	flc-3 FRI	Col FRI	12	Var	8	V	Y	Y	55	74	42	12	20.6	34.2
3	flc-3 FRI	Col FRI	12	Var	8	V	Y	Y	56	72	42	12	23.4	36.4
4	flc-3 FRI	Col FRI	12	Var	8	V	Y	Y	56	76	46	11	30.9	49.4
5	flc-3 FRI	Col FRI	12	Var	8	V	Y	Y	63	NA	NA	NA	20.8	40.2
6	flc-3 FRI	Col FRI	12	Var	8	V	Y	Y	63	83	46	12	26	44.3
7	flc-3 FRI	Col FRI	12	Var	8	V	Y	Y	65	88	42	10	24.6	40.2
8	flc-3 FRI	Col FRI	12	Var	8	V	Y	Y	69	88	46	11	23.9	42.3
1	flc-3 FRI	Col FRI	22	Con	16	V	Y	Y	15	21	13	2	NA	18.7
2	flc-3 FRI	Col FRI	22	Con	16	V	Y	Y	16	22	10	2	NA	NA
3	flc-3 FRI	Col FRI	22	Con	16	V	Y	Y	16	22	10	2	NA	NA
4	flc-3 FRI	Col FRI	22	Con	16	V	Y	Y	17	23	12	3	NA	16.7
5	flc-3 FRI	Col FRI	22	Con	16	V	Y	Y	17	25	10	3	NA	NA
6	flc-3 FRI	Col FRI	22	Con	16	V	Y	Y	17	23	11	2	NA	NA
7	flc-3 FRI	Col FRI	22	Con	16	V	Y	Y	18	22	12	3	NA	20.72
8	flc-3 FRI	Col FRI	22	Con	16	V	Y	Y	18	23	10	3	NA	21.3
1	flc-3 FRI	Col FRI	22	Con	8	V	Y	Y	44	51	35	8	NA	NA
2	flc-3 FRI	Col FRI	22	Con	8	V	Y	Y	46	53	37	8	NA	NA
3	flc-3 FRI	Col FRI	22	Con	8	V	Y	Y	46	54	42	7	NA	NA
4	flc-3 FRI	Col FRI	22	Con	8	V	Y	Y	47	54	41	8	NA	NA
5	flc-3 FRI	Col FRI	22	Con	8	V	Y	Y	48	54	41	8	NA	NA
6	flc-3 FRI	Col FRI	22	Con	8	V	Y	Y	48	54	39	8	NA	NA
7	flc-3 FRI	Col FRI	22	Con	8	V	Y	Y	49	55	39	8	NA	NA
8	flc-3 FRI	Col FRI	22	Con	8	V	Y	Y	50	56	39	9	25	45.4
9	flc-3 FRI	Col FRI	22	Con	8	V	Y	Y	52	58	37	9	23.7	44
10	flc-3 FRI	Col FRI	22	Con	8	V	Y	Y	54	61	39	11	24	44.6
11	flc-3 FRI	Col FRI	22	Con	8	V	Y	Y	55	61	41	11	NA	NA
12	flc-3 FRI	Col FRI	22	Con	8	V	Y	Y	56	63	47	11	23.9	46.5
1	flc-3 FRI	Col FRI	22	Var	16	V	Y	Y	16	23	10	2	NA	23.4
2	flc-3 FRI	Col FRI	22	Var	16	V	Y	Y	16	25	8	2	NA	NA
3	flc-3 FRI	Col FRI	22	Var	16	V	Y	Y	17	22	9	2	NA	18.7
4	flc-3 FRI	Col FRI	22	Var	16	V	Y	Y	17	25	10	2	NA	21.7
5	flc-3 FRI	Col FRI	22	Var	16	V	Y	Y	17	22	10	1	NA	23.2
6	flc-3 FRI	Col FRI	22	Var	16	V	Y	Y	17	25	9	3	NA	NA
7	flc-3 FRI	Col FRI	22	Var	16	V	Y	Y	17	25	8	2	NA	NA
8	flc-3 FRI	Col FRI	22	Var	16	V	Y	Y	19	26	10	4	NA	NA
1	flc-3 FRI	Col FRI	22	Var	8	V	Y	Y	40	47	23	4	27.4	55.5
2	flc-3 FRI	Col FRI	22	Var	8	V	Y	Y	42	50	23	5	28.7	55.4
3	flc-3 FRI	Col FRI	22	Var	8	V	Y	Y	42	49	26	5	29.6	60.3
4	flc-3 FRI	Col FRI	22	Var	8	V	Y	Y	42	50	24	5	24.3	55.7
5	flc-3 FRI	Col FRI	22	Var	8	V	Y	Y	42	49	24	6	NA	NA
6	flc-3 FRI	Col FRI	22	Var	8	V	Y	Y	44	51	29	5	NA	NA
7	flc-3 FRI	Col FRI	22	Var	8	V	Y	Y	44	51	27	6	NA	NA
8	flc-3 FRI	Col FRI	22	Var	8	V	Y	Y	45	53	31	5	NA	NA
1	flk-1	Col	12	Con	16	NV	Y	Y	45	60	30	10	17.7	29.9
2	flk-1	Col	12	Con	16	NV	Y	Y	45	58	36	11	18.2	31.7
3	flk-1	Col	12	Con	16	NV	Y	Y	45	58	32	11	17.4	28.4
4	flk-1	Col	12	Con	16	NV	Y	Y	46	59	41	11	18.9	28.4
5	flk-1	Col	12	Con	16	NV	Y	Y	48	63	32	11	21.2	30.9
6	flk-1	Col	12	Con	16	NV	Y	Y	48	62	47	10	28.2	47
7	flk-1	Col	12	Con	16	NV	Y	Y	50	64	33	10	20	35.4
8	flk-1	Col	12	Con	16	NV	Y	Y	51	66	39	12	21.6	38.1
1	flk-1	Col	12	Con	8	NV	Y	Y	86	109	61	8	19.5	34.5
2	flk-1	Col	12	Con	8	NV	Y	Y	88	109	65	8	22.6	38.2
3	flk-1	Col	12	Con	8	NV	Y	Y	88	111	62	8	15.3	33.2
4	flk-1	Col	12	Con	8	NV	Y	Y	90	112	60	8	19.1	31.2
5	flk-1	Col	12	Con	8	NV	Y	Y	94	118	58	10	24.1	39.1
6	flk-1	Col	12	Con	8	NV	Y	Y	95	120	64	8	22.9	41.5
7	flk-1	Col	12	Con	8	NV	Y	Y	98	122	65	10	31.6	50.7
8	flk-1	Col	12	Con	8	NV	Y	Y	99	124	59	7	21	37.5
1	flk-1	Col	12	Var	16	NV	Y	Y	43	61	33	10	17.9	32.9
2	flk-1	Col	12	Var	16	NV	Y	Y	45	59	35	10	20.6	34.7
3	flk-1	Col	12	Var	16	NV	Y	Y	45	59	29	11	19.7	34.3
4	flk-1	Col	12	Var	16	NV	Y	Y	47	58	39	10	20.8	36.3
5	flk-1	Col	12	Var	16	NV	Y	Y	48	59	39	11	20.7	31.3
6	flk-1	Col	12	Var	16	NV	Y	Y	49	62	39	9	21.9	38.1
7	flk-1	Col	12	Var	16	NV	Y	Y	49	61	36	12	33.4	66.3
8	flk-1	Col	12	Var	16	NV	Y	Y	50	62	43	10	17.3	33.6
1	flk-1	Col	12	Var	8	NV	Y	Y	87	108	59	9	59	9
2	flk-1	Col	12	Var	8	NV	Y	Y	87	109	53	8	20.4	39.1
3	flk-1	Col	12	Var	8	NV	Y	Y	89	108	62	9	27	48
4	flk-1	Col	12	Var	8	NV	Y	Y	89	112	58	7	21.9	38
5	flk-1	Col	12	Var	8	NV	Y	Y	93	120	58	8	23.5	40.2
6	flk-1	Col	12	Var	8	NV	Y	Y	95	116	64	8	24.7	42.6
7	flk-1	Col	12	Var	8	NV	Y	Y	95	118	61	8	24.8	42.1
8	flk-1	Col	12	Var	8	NV	Y	Y	98	123	72	8	27.4	45
1	flk-1	Col	22	Con	16	NV	Y	Y	36	41	27	9	21.4	34.9
2	flk-1	Col	22	Con	16	NV	Y	Y	36	40	30	6	NA	NA
3	flk-1	Col	22	Con	16	NV	Y	Y	36	43	32	12	NA	NA
4	flk-1	Col	22	Con	16	NV	Y	Y	39	NA	32	9	22.4	36.6
5	flk-1	Col	22	Con	16	NV	Y	Y	40	45	34	7	22.1	35.3
6	flk-1	Col	22	Con	16	NV	Y	Y	40	46	34	9	21.1	36
7	flk-1	Col	22	Con	16	NV	Y	Y	44	48	38	8	NA	NA
8	flk-1	Col	22	Con	16	NV	Y	Y	46	54	43	8	NA	NA
1	flk-1	Col	22	Con	8	NV	Y	Y	93	104	57	10	NA	NA
2	flk-1	Col	22	Con	8	NV	Y	Y	122	132	55	13	NA	NA
3	flk-1	Col	22	Con	8	NV	Y	Y	122	NA	NA	NA	NA	NA
4	flk-1	Col	22	Con	8	NV	Y	Y	160	NA	NA	NA	NA	NA
5	flk-1	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
6	flk-1	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
7	flk-1	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
8	flk-1	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
1	flk-1	Col	22	Var	16	NV	Y	Y	33	41	23	5	20.2	43.4
2	flk-1	Col	22	Var	16	NV	Y	Y	35	42	24	6	20.8	43.6
3	flk-1	Col	22	Var	16	NV	Y	Y	35	42	25	7	25	47.7
4	flk-1	Col	22	Var	16	NV	Y	Y	36	44	25	5	NA	NA
5	flk-1	Col	22	Var	16	NV	Y	Y	38	44	29	6	25.3	45.8
6	flk-1	Col	22	Var	16	NV	Y	Y	42	49	31	6	NA	NA
7	flk-1	Col	22	Var	16	NV	Y	Y	42	48	31	6	NA	NA
8	flk-1	Col	22	Var	16	NV	Y	Y	44	51	33	5	NA	NA
1	flk-1	Col	22	Var	8	NV	Y	Y	81	NA	NA	NA	NA	NA
2	flk-1	Col	22	Var	8	NV	Y	Y	88	99	57	8	NA	NA
3	flk-1	Col	22	Var	8	NV	Y	Y	90	105	66	10	NA	NA
4	flk-1	Col	22	Var	8	NV	Y	Y	91	105	67	9	NA	NA
1	fve-3	Col	12	Con	16	NV	Y	Y	50	64	41	8	27	43.4
2	fve-3	Col	12	Con	16	NV	Y	Y	53	68	44	11	22.1	34.2
3	fve-3	Col	12	Con	16	NV	Y	Y	54	71	43	9	20.1	33.2
4	fve-3	Col	12	Con	16	NV	Y	Y	54	71	52	11	21.1	35.5
5	fve-3	Col	12	Con	16	NV	Y	Y	55	74	36	11	22.3	38.7
6	fve-3	Col	12	Con	16	NV	Y	Y	56	73	42	9	19.6	34.2
7	fve-3	Col	12	Con	16	NV	Y	Y	57	73	45	11	17.6	30.9
8	fve-3	Col	12	Con	16	NV	Y	Y	58	75	43	8	19.6	30.6
1	fve-3	Col	12	Con	8	NV	Y	Y	89	109	70	9	20.8	37.7
2	fve-3	Col	12	Con	8	NV	Y	Y	93	118	53	10	18.9	34.7
3	fve-3	Col	12	Con	8	NV	Y	Y	94	122	66	8	24.8	39.4
4	fve-3	Col	12	Con	8	NV	Y	Y	96	121	60	10	19.8	33.7
5	fve-3	Col	12	Con	8	NV	Y	Y	96	120	59	10	20	33.5
6	fve-3	Col	12	Con	8	NV	Y	Y	96	125	64	9	24.8	37.1
7	fve-3	Col	12	Con	8	NV	Y	Y	105	132	64	11	29.3	46.2
8	fve-3	Col	12	Con	8	NV	Y	Y	106	132	56	9	20.2	38.5
1	fve-3	Col	12	Var	16	NV	Y	Y	52	65	45	8	22.6	36.8
2	fve-3	Col	12	Var	16	NV	Y	Y	54	69	44	8	23.5	28.1
3	fve-3	Col	12	Var	16	NV	Y	Y	54	70	44	8	22.5	40.8
4	fve-3	Col	12	Var	16	NV	Y	Y	54	69	45	9	20.8	37.5
5	fve-3	Col	12	Var	16	NV	Y	Y	55	73	50	10	21.7	37.6
6	fve-3	Col	12	Var	16	NV	Y	Y	56	73	41	8	23.4	36.6
7	fve-3	Col	12	Var	16	NV	Y	Y	58	73	51	9	23.7	36.5
8	fve-3	Col	12	Var	16	NV	Y	Y	58	74	55	11	26.8	40.7
1	fve-3	Col	12	Var	8	NV	Y	Y	88	111	69	9	27.7	48.6
2	fve-3	Col	12	Var	8	NV	Y	Y	88	111	61	8	19.4	36.6
3	fve-3	Col	12	Var	8	NV	Y	Y	92	113	53	8	19.6	35.6
4	fve-3	Col	12	Var	8	NV	Y	Y	93	119	57	8	20.6	38.7
5	fve-3	Col	12	Var	8	NV	Y	Y	95	118	57	8	20.4	38.1
6	fve-3	Col	12	Var	8	NV	Y	Y	97	128	55	8	23.3	39.1
7	fve-3	Col	12	Var	8	NV	Y	Y	99	130	63	10	22.3	42.1
8	fve-3	Col	12	Var	8	NV	Y	Y	105	132	65	10	20.4	36.3
1	fve-3	Col	22	Con	16	NV	Y	Y	41	49	37	5	21.2	36.6
2	fve-3	Col	22	Con	16	NV	Y	Y	42	48	34	4	20.6	32.7
3	fve-3	Col	22	Con	16	NV	Y	Y	42	49	37	6	21.1	38.6
4	fve-3	Col	22	Con	16	NV	Y	Y	43	53	32	6	21.3	34.1
5	fve-3	Col	22	Con	16	NV	Y	Y	51	57	40	7	NA	NA
6	fve-3	Col	22	Con	16	NV	Y	Y	53	60	45	6	NA	NA
7	fve-3	Col	22	Con	16	NV	Y	Y	54	61	46	7	NA	NA
8	fve-3	Col	22	Con	16	NV	Y	Y	55	61	50	7	NA	NA
1	fve-3	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
2	fve-3	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
3	fve-3	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
4	fve-3	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
5	fve-3	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
6	fve-3	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
7	fve-3	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
8	fve-3	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
1	fve-3	Col	22	Var	16	NV	Y	Y	34	43	26	4	24.6	40
2	fve-3	Col	22	Var	16	NV	Y	Y	35	43	26	5	22.8	43.2
3	fve-3	Col	22	Var	16	NV	Y	Y	35	47	29	5	21.7	36.3
4	fve-3	Col	22	Var	16	NV	Y	Y	36	47	30	3	22.2	39.3
5	fve-3	Col	22	Var	16	NV	Y	Y	40	48	33	4	NA	NA
6	fve-3	Col	22	Var	16	NV	Y	Y	42	49	27	6	NA	NA
7	fve-3	Col	22	Var	16	NV	Y	Y	46	55	33	5	NA	NA
8	fve-3	Col	22	Var	16	NV	Y	Y	46	54	33	5	NA	NA
1	fve-3	Col	22	Var	8	NV	Y	N	162	NA	NA	NA	NA	NA
2	fve-3	Col	22	Var	8	NV	Y	N	162	NA	NA	NA	NA	NA
3	fve-3	Col	22	Var	8	NV	Y	N	162	NA	NA	NA	NA	NA
4	fve-3	Col	22	Var	8	NV	Y	N	162	NA	NA	NA	NA	NA
1	ld-1	Col	12	Con	16	NV	Y	Y	48	64	38	8	25	41.5
2	ld-1	Col	12	Con	16	NV	Y	Y	50	62	34	6	19.2	31.5
3	ld-1	Col	12	Con	16	NV	Y	Y	52	64	37	8	20	33.7
4	ld-1	Col	12	Con	16	NV	Y	Y	53	66	33	7	24	41
5	ld-1	Col	12	Con	16	NV	Y	Y	54	68	35	8	22.2	36.1
6	ld-1	Col	12	Con	16	NV	Y	Y	56	71	42	8	25.2	40.1
7	ld-1	Col	12	Con	16	NV	Y	Y	57	73	39	10	26.7	40.8
8	ld-1	Col	12	Con	16	NV	Y	Y	61	76	NA	NA	22.8	36.9
1	ld-1	Col	12	Con	8	NV	Y	Y	98	123	68	11	22.1	36.2
2	ld-1	Col	12	Con	8	NV	Y	Y	102	120	68	9	20.2	35.1
3	ld-1	Col	12	Con	8	NV	Y	Y	102	121	73	8	23.6	37.3
4	ld-1	Col	12	Con	8	NV	Y	Y	103	123	67	11	19.9	34.3
5	ld-1	Col	12	Con	8	NV	Y	Y	108	127	67	10	25.4	39.7
6	ld-1	Col	12	Con	8	NV	Y	Y	109	132	66	8	21.9	32.7
7	ld-1	Col	12	Con	8	NV	Y	Y	109	130	62	9	25.2	37.2
8	ld-1	Col	12	Con	8	NV	Y	Y	109	131	69	10	30.8	51.5
1	ld-1	Col	12	Var	16	NV	Y	Y	57	70	37	9	23.1	38.3
2	ld-1	Col	12	Var	16	NV	Y	Y	61	76	44	10	29.9	52.2
3	ld-1	Col	12	Var	16	NV	Y	Y	63	80	41	9	27.6	40
4	ld-1	Col	12	Var	16	NV	Y	Y	64	78	38	13	22.1	39.2
5	ld-1	Col	12	Var	16	NV	Y	Y	64	81	31	11	24.3	41.3
6	ld-1	Col	12	Var	16	NV	Y	Y	64	79	47	9	24.8	40.7
7	ld-1	Col	12	Var	16	NV	Y	Y	64	80	54	8	25.7	41.2
8	ld-1	Col	12	Var	16	NV	Y	Y	66	81	40	8	22.2	35
1	ld-1	Col	12	Var	8	NV	Y	Y	97	119	73	9	30.6	47.3
2	ld-1	Col	12	Var	8	NV	Y	Y	101	132	66	8	21.5	34.2
3	ld-1	Col	12	Var	8	NV	Y	Y	102	123	67	7	32.1	51
4	ld-1	Col	12	Var	8	NV	Y	Y	103	123	62	9	20.2	34
5	ld-1	Col	12	Var	8	NV	Y	Y	103	125	59	10	21.3	36.9
6	ld-1	Col	12	Var	8	NV	Y	Y	109	131	65	9	26.7	43
7	ld-1	Col	12	Var	8	NV	Y	Y	110	131	64	9	29.1	45.1
8	ld-1	Col	12	Var	8	NV	Y	Y	112	133	63	9	26.3	40
1	ld-1	Col	22	Con	16	NV	Y	Y	39	44	28	6	22.6	34.8
2	ld-1	Col	22	Con	16	NV	Y	Y	39	43	25	6	20.5	31.8
3	ld-1	Col	22	Con	16	NV	Y	Y	45	52	36	8	NA	NA
4	ld-1	Col	22	Con	16	NV	Y	Y	48	52	30	4	21.8	34.9
5	ld-1	Col	22	Con	16	NV	Y	Y	57	62	42	8	NA	NA
6	ld-1	Col	22	Con	16	NV	Y	Y	61	69	45	10	NA	NA
7	ld-1	Col	22	Con	16	NV	Y	Y	62	68	37	8	NA	NA
8	ld-1	Col	22	Con	16	NV	Y	Y	74	81	24	8	25.5	39.7
1	ld-1	Col	22	Con	8	NV	Y	Y	143	153	NA	NA	NA	NA
2	ld-1	Col	22	Con	8	NV	Y	Y	151	159	NA	NA	NA	NA
3	ld-1	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
4	ld-1	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
5	ld-1	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
6	ld-1	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
7	ld-1	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
8	ld-1	Col	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
1	ld-1	Col	22	Var	16	NV	Y	Y	44	52	28	4	26.9	41.6
2	ld-1	Col	22	Var	16	NV	Y	Y	44	53	32	4	31.3	50.2
3	ld-1	Col	22	Var	16	NV	Y	Y	45	53	28	4	NA	NA
4	ld-1	Col	22	Var	16	NV	Y	Y	51	56	33	6	28.2	50
5	ld-1	Col	22	Var	16	NV	Y	Y	51	58	37	6	22.8	45.4
